"","lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","CTR","=~","CENTERING","",1,0,NA,NA,1,1,0.491170737082777,1,1
"2","TradPed","=~","ClearResponsibilities","",1,0,NA,NA,1,1,0.694001906043733,0.845007639755176,0.845007639755176
"3","TradPed","=~","EffectiveAnswers","",0.967255289497011,0.0564890004677638,17.1228961654046,0,0.856538883057528,1.07797169593649,0.671277014541809,0.81466040634629,0.81466040634629
"4","TradPed","=~","Feedback","",0.914918060044154,0.0632927192180087,14.4553444906161,0,0.790866609893251,1.03896951019506,0.634954877544478,0.724720301610749,0.724720301610749
"5","TradPed","=~","ClearOrganization","",1.19314618884039,0.0751796621289703,15.8705979124189,0,1.04579675869772,1.34049561898306,0.828045729244049,0.77146360292647,0.77146360292647
"6","TradPed","=~","ClearPresentation","",1.11113895132077,0.0625407764044658,17.7666318712575,0,0.988561282002846,1.2337166206387,0.771132550096051,0.841057723892457,0.841057723892457
"7","SRPed","=~","InclusvClassrm","",1,0,NA,NA,1,1,0.477045760362135,0.701872933638472,0.701872933638472
"8","SRPed","=~","EquitableEval","",0.952814616137823,0.087032045862802,10.9478595693344,0,0.782234940745893,1.12339429152975,0.454536173039624,0.717332172754423,0.717332172754423
"9","SRPed","=~","MultPerspectives","",1.46611345503754,0.116145438221089,12.6230825548802,0,1.23847257915559,1.6937543309195,0.699403207935541,0.838737238281642,0.838737238281642
"10","SRPed","=~","DEIintegration","",0.900950201360198,0.0989390861545765,9.10610999532184,0,0.707033155833922,1.09486724688647,0.429794473856294,0.581517153060699,0.581517153060699
"11","CENTERING","~~","CENTERING","",0,0,NA,NA,0,0,0,0,0
"12","SRPed","~","TradPed","b",0.594759374605861,0.0501071344323143,11.8697543043351,0,0.496551195750019,0.692967553461704,0.865250619354649,0.865250619354649,0.865250619354649
"13","SRPed","~","CTR","c_p",0.094996672309519,0.0422823595300498,2.24672117084681,0.0246578523723635,0.0121247704492476,0.17786857416979,0.097809454428978,0.097809454428978,0.097809454428978
"14","TradPed","~","CTR","a",-0.10488001154998,0.084496620456888,-1.24123321125597,0.214519609369426,-0.270490344460831,0.0607303213608704,-0.0742274511491151,-0.0742274511491151,-0.0742274511491151
"15","ClearResponsibilities","~~","ClearResponsibilities","",0.192889468402073,0.0204548248057458,9.43002300112047,0,0.152798748472734,0.232980188331411,0.192889468402073,0.285962088755387,0.285962088755387
"16","EffectiveAnswers","~~","EffectiveAnswers","",0.228356776726208,0.0225702635392403,10.1175946097923,0,0.18411987306772,0.272593680384697,0.228356776726208,0.336328422331697,0.336328422331697
"17","Feedback","~~","Feedback","",0.364449813053608,0.0331721202369991,10.9866300510726,0,0.299433652098257,0.429465974008958,0.364449813053608,0.474780484433226,0.474780484433226
"18","ClearOrganization","~~","ClearOrganization","",0.466407333866736,0.0436224284535218,10.691915842413,0,0.380908945179658,0.551905722553814,0.466407333866736,0.40484390935971,0.40484390935971
"19","ClearPresentation","~~","ClearPresentation","",0.245987646377853,0.025950898260767,9.4789646164095,0,0.195124820420287,0.296850472335419,0.245987646377853,0.292621905080839,0.292621905080839
"20","InclusvClassrm","~~","InclusvClassrm","",0.234385979184932,0.0229438932003802,10.2156149846901,0,0.189416774847054,0.279355183522811,0.234385979184932,0.507374385025725,0.507374385025725
"21","EquitableEval","~~","EquitableEval","",0.194906790344176,0.0190589136381907,10.2265425010173,0,0.157552006028863,0.232261574659489,0.194906790344176,0.485434553931419,0.485434553931419
"22","MultPerspectives","~~","MultPerspectives","",0.206185041247294,0.0261768012854919,7.87663240434072,0.00000000000000333066907387547,0.154879453497268,0.25749062899732,0.206185041247294,0.296519845119685,0.296519845119685
"23","DEIintegration","~~","DEIintegration","",0.361533181656905,0.0343413773570932,10.5276261315195,0,0.294225318857503,0.428841044456307,0.361533181656905,0.66183780069618,0.66183780069618
"24","CTR","~~","CTR","",0.241248692966438,0.0193775608198152,12.4498999234073,0,0.203269371651366,0.27922801428151,1,1,1
"25","TradPed","~~","TradPed","",0.478984954160983,0.0534401977689622,8.96300863690243,0,0.374244091207119,0.583725817114846,0.994490285495906,0.994490285495906,0.994490285495906
"26","SRPed","~~","SRPed","",0.0578804584966254,0.012816091250133,4.51623333253225,0.0000062949300676518,0.0327613812237859,0.0829995357694649,0.254338368843113,0.254338368843113,0.254338368843113
"27","CENTERING","~1","","",0.406451601392967,0.0278966232766095,14.5699211464696,0,0.351775224480531,0.461127978305404,0.406451601392967,0.827515913930492,0.827515913930492
"28","ClearResponsibilities","~1","","",4.43897058784012,0.0467786400516263,94.8931089689897,0,4.34728613809317,4.53065503758708,4.43897058784012,5.40483250364021,5.40483250364021
"29","EffectiveAnswers","~1","","",4.36507711362544,0.0469061242686469,93.059854799028,0,4.27314279940454,4.45701142784635,4.36507711362544,5.29744862118695,5.29744862118695
"30","Feedback","~1","","",4.23629283638771,0.0500589912357384,84.6260128662623,0,4.13817901646325,4.33440665631216,4.23629283638771,4.83518991770134,4.83518991770134
"31","ClearOrganization","~1","","",4.0062321507705,0.0610603839954132,65.6109884777575,0,3.88655599725731,4.1259083042837,4.0062321507705,3.73247778478955,3.73247778478955
"32","ClearPresentation","~1","","",4.23602217680536,0.0521583522125424,81.2146472638514,0,4.13379368497582,4.3382506686349,4.23602217680536,4.62013848324535,4.62013848324535
"33","InclusvClassrm","~1","","",4.61332374164367,0.0389676344520565,118.388601374293,0,4.53694858155492,4.68969890173242,4.61332374164367,6.78753976539578,6.78753976539578
"34","EquitableEval","~1","","",4.57231621663394,0.0360805495028787,126.725237825692,0,4.50159963906588,4.643032794202,4.57231621663394,7.21586030054507,7.21586030054507
"35","MultPerspectives","~1","","",4.39057910028641,0.0475752642803244,92.2870144118614,0,4.297333295742,4.48382490483082,4.39057910028641,5.26526350930137,5.26526350930137
"36","DEIintegration","~1","","",4.51186093696082,0.0440459306899959,102.435363864058,0,4.42553249914288,4.59818937477876,4.51186093696082,6.10460275006816,6.10460275006816
"37","CTR","~1","","",0,0,NA,NA,0,0,0,0,0
"38","TradPed","~1","","",0,0,NA,NA,0,0,0,0,0
"39","SRPed","~1","","",0,0,NA,NA,0,0,0,0,0
"40","indirect",":=","a*b","indirect",-0.0623783700781218,0.0504495478286791,-1.23645052855482,0.216291143995468,-0.161257666858664,0.0365009267024201,-0.0642253480798887,-0.0642253480798887,-0.0642253480798887
"41","direct",":=","c_p","direct",0.094996672309519,0.0422823595300498,2.24672117084681,0.0246578523723635,0.0121247704492476,0.17786857416979,0.097809454428978,0.097809454428978,0.097809454428978
"42","total_c",":=","c_p+(a*b)","total_c",0.0326183022313972,0.0613778429470357,0.531434482954121,0.595117731237686,-0.0876800593935486,0.152916663856343,0.0335841063490893,0.0335841063490893,0.0335841063490893
