"","lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","MntlHlth","~","GRMS","b1",-1.24834543551576,0.308054177799249,-4.05235677838874,0.0000507042637869493,-1.82198428946415,-0.550035259066598,-1.24834543551576,-1.03273796494297,-1.43468660215727
"2","MntlHlth","~","Centrality","b2",-0.350744344271974,0.204894165517996,-1.71183178098436,0.0869276734281228,-0.706247453631112,0.117997700771307,-0.350744344271974,-0.303911527561262,-0.290165678515931
"3","MntlHlth","~","GRMS:Centrality","b3",0.156551696757739,0.0788958626109897,1.9842827187231,0.0472243315786915,-0.0129961163965046,0.30488027929024,0.156551696757739,0.683834384289309,0.17992024923015
"4","MntlHlth","~1","","MntlHlth.mean",6.13768236958345,0.782897091755544,7.83970515948719,0.00000000000000444089209850063,4.1911672715761,7.43772671849498,6.13768236958345,7.05385738066978,7.05385738066978
"5","Centrality","~1","","Centrality.mean",3.93809523809524,0.049492823356689,79.5690156876653,0,3.8338263176202,4.03522894403571,3.93809523809524,5.22338434581943,5.22338434581943
"6","Centrality","~~","Centrality","Centrality.var",0.56841883909262,0.0535852202773075,10.6077540812748,0,0.468703045022159,0.681581845081667,0.56841883909262,1,1
"7","MntlHlth","~~","MntlHlth","",0.43797075563814,0.0404262142173739,10.8338305754565,0,0.37190140682787,0.53587598696628,0.43797075563814,0.578481723745596,0.578481723745596
"8","GRMS","~~","GRMS","",0.518162763066661,0,NA,NA,0.518162763066661,0.518162763066661,0.518162763066661,1,0.518162763066661
"9","GRMS","~~","GRMS:Centrality","",2.33414360900282,0,NA,NA,2.33414360900282,2.33414360900282,2.33414360900282,0.853146439601488,2.33414360900282
"10","GRMS:Centrality","~~","GRMS:Centrality","",14.4458060603063,0,NA,NA,14.4458060603063,14.4458060603063,14.4458060603063,1,14.4458060603063
"11","GRMS","~1","","",2.55705627705628,0,NA,NA,2.55705627705628,2.55705627705628,2.55705627705628,3.55227996470272,2.55705627705628
"12","GRMS:Centrality","~1","","",10.1992554112554,0,NA,NA,10.1992554112554,10.1992554112554,10.1992554112554,2.68347514795144,10.1992554112554
"13","SD.below",":=","b1+b3*(Centrality.mean-sqrt(Centrality.var))","SD.below",-0.74985983624837,0.0780720010373585,-9.60472161959256,0,-0.88716313082949,-0.573968277480114,-0.74985983624837,1.85535746879756,-0.674814238062719
"14","mean",":=","b1+b3*(Centrality.mean)","mean",-0.631829943998375,0.0587211988210118,-10.7598270587809,0,-0.742347273860382,-0.512790381699877,-0.631829943998375,2.53919185308687,-0.494893988832569
"15","SD.above",":=","b1+b3*(Centrality.mean+sqrt(Centrality.var))","SD.above",-0.513800051748379,0.0884014285327728,-5.81212385677568,0.00000000616851725254719,-0.688432499599526,-0.341490998440102,-0.513800051748379,3.22302623737618,-0.314973739602419
