"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","REMS","=~","p1REMS",1,0,NA,NA,1,1,0.271353255102582,0.943783723604032,0.943783723604032
"2","REMS","=~","p2REMS",1.05456475356244,0.0443656612769438,23.7698418824309,0,0.967609655309329,1.14151985181556,0.286159578595621,0.945615488645528,0.945615488645528
"3","REMS","=~","p3REMS",1.03110560385589,0.0460329643244783,22.3992875320349,0,0.940882651678299,1.12132855603349,0.279793861960811,0.929142080805011,0.929142080805011
"4","CMI","=~","p1CMI",1,0,NA,NA,1,1,0.773436421774834,0.963186339163074,0.963186339163074
"5","CMI","=~","p2CMI",1.00638067063339,0.0349684536573992,28.7796732590275,0,0.937843760869833,1.07491758039695,0.77837146483805,0.956918359686627,0.956918359686627
"6","CMI","=~","p3CMI",0.936570278789491,0.0342149938808421,27.3730950252749,0,0.869510123051782,1.0036304345272,0.724377565167603,0.947534611688305,0.947534611688305
"7","PWB","=~","p1PWB",1,0,NA,NA,1,1,0.305727088349191,0.635055610755178,0.635055610755178
"8","PWB","=~","p2PWB",1.60631566099293,0.227681332768199,7.05510478818354,0.00000000000172462044645272,1.16006844881518,2.05256287317068,0.491094210005076,0.800958519277352,0.800958519277352
"9","PWB","=~","p3PWB",1.37224990284898,0.205974663037754,6.66222671570751,0.0000000000269708699818239,0.968546981567208,1.77595282413075,0.419533967285479,0.708690650601735,0.708690650601735
"10","CMI","~","REMS",1.73188996478116,0.199113491805073,8.69800408340306,0,1.34163469200721,2.12214523755512,0.607618113386029,0.607618113386029,0.607618113386029
"11","PWB","~","REMS",-0.632652242432595,0.113846429094219,-5.5570670724245,0.0000000274345359763117,-0.855787143225757,-0.409517341639433,-0.561521212461078,-0.561521212461078,-0.561521212461078
"12","p1REMS","~~","p1REMS",0.0090330647184565,0.00165274106994714,5.46550508286541,0.0000000461590563549663,0.00579375174558992,0.0122723776913231,0.0090330647184565,0.109272283060107,0.109272283060107
"13","p2REMS","~~","p2REMS",0.00968990828954737,0.00181800907247357,5.32995595911046,0.0000000982365861990075,0.00612667598393211,0.0132531405951626,0.00968990828954737,0.105811347633679,0.105811347633679
"14","p3REMS","~~","p3REMS",0.0123955190034069,0.00197432488869072,6.27835827548476,0.000000000342166739386585,0.00852591332779202,0.0162651246790217,0.0123955190034069,0.136694993677335,0.136694993677335
"15","p1CMI","~~","p1CMI",0.0466014189413433,0.00923587605265396,5.04569557621469,0.000000451874397011665,0.0284994345124655,0.064703403370221,0.0466014189413433,0.072272076049635,0.072272076049635
"16","p2CMI","~~","p2CMI",0.0557813443296722,0.00996591830359245,5.59721067646766,0.0000000217827944570814,0.0362485033817625,0.0753141852775819,0.0557813443296722,0.0843072528946555,0.0843072528946555
"17","p3CMI","~~","p3CMI",0.0597169877565681,0.00949108355730032,6.29190412201516,0.000000000313595149847856,0.0411148058099992,0.0783191697031371,0.0597169877565681,0.102178159652693,0.102178159652693
"18","p1PWB","~~","p1PWB",0.138294065834418,0.018921430531711,7.30885889429167,0.000000000000269340105774063,0.101208743456288,0.175379388212548,0.138294065834418,0.596704371248368,0.596704371248368
"19","p2PWB","~~","p2PWB",0.134758721312151,0.0290029641069434,4.64637755007564,0.0000033781449819692,0.0779139562176344,0.191603486406668,0.134758721312151,0.358465450397031,0.358465450397031
"20","p3PWB","~~","p3PWB",0.174437043603138,0.0275994346699218,6.3203121980336,0.000000000261035415505262,0.120343145656425,0.228530941549851,0.174437043603138,0.497757561749689,0.497757561749689
"21","REMS","~~","REMS",0.0736325890547671,0.00939413347761007,7.8381459269514,0.00000000000000466293670342566,0.0552204257726894,0.0920447523368449,1,1,1
"22","CMI","~~","CMI",0.377347155752472,0.0479421177404997,7.8708904307267,0.0000000000000035527136788005,0.283382331638514,0.471311979866431,0.630800228285203,0.630800228285203,0.630800228285203
"23","PWB","~~","PWB",0.0639976927331323,0.0169396081052417,3.77799134050387,0.000158098374899884,0.0307966709346358,0.0971987145316288,0.684693927956241,0.684693927956241,0.684693927956241
"24","CMI","~~","PWB",-0.0514741693384395,0.0169367856215035,-3.0391935334581,0.00237212413853927,-0.0846696591704622,-0.0182786795064169,-0.331235326218369,-0.331235326218369,-0.331235326218369
"25","p1REMS","~1","",0.493718015478182,0.0230197314716532,21.4476009890104,0,0.448600170859959,0.538835860096406,0.493718015478182,1.71718237499027,1.71718237499027
"26","p2REMS","~1","",0.503718018270765,0.0242287724573517,20.7900758966401,0,0.45623049686474,0.551205539676791,0.503718018270765,1.66453823535913,1.66453823535913
"27","p3REMS","~1","",0.521794922902686,0.0241098081156261,21.6424336684994,0,0.474540567321888,0.569049278483485,0.521794922902686,1.73278147355212,1.73278147355212
"28","p1CMI","~1","",3.88826937598154,0.0642912701600406,60.4789634160664,0,3.76226080194752,4.01427795001555,3.88826937598154,4.84219237741282,4.84219237741282
"29","p2CMI","~1","",3.88583348106302,0.0651252974530561,59.6670362060768,0,3.75819024357257,4.01347671855347,3.88583348106302,4.77718617483988,4.77718617483988
"30","p3CMI","~1","",4.05134631796662,0.061207918280336,66.1899053552386,0,3.93138100256849,4.17131163336475,4.05134631796662,5.29943367216397,5.29943367216397
"31","p1PWB","~1","",3.01442308291883,0.0385442734393877,78.2067688384144,0,2.93887769516736,3.08996847067029,3.01442308291883,6.26155275390922,6.26155275390922
