"","lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","REMS","=~","p1REMS","",1,0,NA,NA,1,1,0.271353309934469,0.943783744110417,0.943783744110417
"2","REMS","=~","p2REMS","",1.05456455108852,0.0443656422765683,23.7698474985334,0,0.967609490075455,1.14151961210158,0.286159581477427,0.945615485301494,0.945615485301494
"3","REMS","=~","p3REMS","",1.03110540296749,0.0460329415522906,22.3992942487983,0,0.940882495422564,1.12132831051242,0.279793863986543,0.92914211517372,0.92914211517372
"4","CMI","=~","p1CMI","",1,0,NA,NA,1,1,0.773436492425064,0.963186362138976,0.963186362138976
"5","CMI","=~","p2CMI","",1.00638062174563,0.0349684501955232,28.7796747101613,0,0.937843718767227,1.07491752472404,0.778371498127499,0.956918341020417,0.956918341020417
"6","CMI","=~","p3CMI","",0.936570181198953,0.0342149869955593,27.373097681449,0,0.86951003895615,1.00363032344176,0.724377555856425,0.947534613895892,0.947534613895892
"7","PWB","=~","p1PWB","",1,0,NA,NA,1,1,0.305727098583762,0.635055595523135,0.635055595523135
"8","PWB","=~","p2PWB","",1.60631559407315,0.227681309208516,7.05510522430302,0.00000000000172462044645272,1.16006842807153,2.05256276007477,0.491094205985835,0.800958520896609,0.800958520896609
"9","PWB","=~","p3PWB","",1.37224970942522,0.20597461669075,6.66222727573032,0.0000000000269708699818239,0.968546878981902,1.77595253986853,0.419533922194981,0.708690619020558,0.708690619020558
"10","PWB","~","CMI","b",-0.136410579878723,0.0417597390915526,-3.26655728331207,0.00108863780547286,-0.218258164501956,-0.0545629952554907,-0.345095089443512,-0.345095089443512,-0.345095089443512
"11","PWB","~","REMS","c_p",-0.396404015869779,0.121963081175334,-3.2501967976679,0.00115325171627778,-0.635447262416968,-0.15736076932259,-0.351835157157684,-0.351835157157684,-0.351835157157684
"12","CMI","~","REMS","a",1.73188975514133,0.199113471754555,8.69800390641678,0,1.34163452166567,2.12214498861699,0.607618107112691,0.607618107112691,0.607618107112691
"13","p1REMS","~~","p1REMS","",0.00903306477675466,0.0016527410253222,5.46550526571075,0.0000000461590088374209,0.00579375189135135,0.012272377662158,0.00903306477675466,0.109272244352923,0.109272244352923
"14","p2REMS","~~","p2REMS","",0.00968990913241367,0.0018180087186932,5.32995745992837,0.0000000982357744039319,0.00612667752019518,0.0132531407446322,0.00968990913241367,0.105811353958019,0.105811353958019
"15","p3REMS","~~","p3REMS","",0.0123955124744309,0.00197432340665457,6.27835968142356,0.000000000342163630762116,0.00852590970355349,0.0162651152453083,0.0123955124744309,0.136694929810505,0.136694929810505
"16","p1CMI","~~","p1CMI","",0.0466013966925885,0.00923587393827434,5.04569432238219,0.000000451877360641006,0.0284994164078186,0.0647033769773583,0.0466013966925885,0.0722720317894846,0.0722720317894846
"17","p2CMI","~~","p2CMI","",0.0557813749138065,0.00996592302138838,5.59721109565981,0.0000000217827418325101,0.0362485247191867,0.0753142251084263,0.0557813749138065,0.0843072886187322,0.0843072886187322
"18","p3CMI","~~","p3CMI","",0.0597169834980773,0.00949108254996685,6.29190434112133,0.000000000313594705758646,0.0411148035258457,0.0783191634703089,0.0597169834980773,0.102178155469163,0.102178155469163
"19","p1PWB","~~","p1PWB","",0.138294086211378,0.0189214357010365,7.30885797444016,0.000000000000269340105774063,0.101208753701556,0.1753794187212,0.138294086211378,0.596704390594757,0.596704390594757
"20","p2PWB","~~","p2PWB","",0.134758717586345,0.0290029677723266,4.64637683440542,0.00000337815669571029,0.0779139453078094,0.191603489864882,0.134758717586345,0.358465447803116,0.358465447803116
"21","p3PWB","~~","p3PWB","",0.174437037340621,0.0275994337696456,6.32031217729079,0.000000000261035415505262,0.120343141158418,0.228530933522825,0.174437037340621,0.497757606512259,0.497757606512259
"22","REMS","~~","REMS","",0.0736326188123922,0.00939413760917266,7.83814564739774,0.00000000000000466293670342566,0.0552204474326005,0.0920447901921838,1,1,1
"23","CMI","~~","CMI","",0.377347229251151,0.047942129009656,7.87089011368581,0.0000000000000035527136788005,0.283382383050052,0.471312075452249,0.63080023590879,0.63080023590879,0.63080023590879
"24","PWB","~~","PWB","",0.056976080951892,0.0153345694659656,3.71553183011417,0.000202776735539256,0.0269208770801719,0.0870312848236122,0.609571570295347,0.609571570295347,0.609571570295347
"25","p1REMS","~1","","",0.493717947855581,0.0230197356230397,21.4475941835507,0,0.44860009510079,0.538835800610373,0.493717947855581,1.71718183011728,1.71718183011728
"26","p2REMS","~1","","",0.503717946922325,0.0242287727870301,20.7900726689703,0,0.456230424870142,0.551205468974508,0.503717946922325,1.66453797693858,1.66453797693858
"27","p3REMS","~1","","",0.521794875930402,0.0241098073983664,21.6424323640908,0,0.474540521755407,0.569049230105398,0.521794875930402,1.73278136911573,1.73278136911573
"28","p1CMI","~1","","",3.88826923460419,0.0642912744991708,60.4789571352228,0,3.76226065206564,4.01427781714275,3.88826923460419,4.84219187454252,4.84219187454252
"29","p2CMI","~1","","",3.8858333278182,0.0651253015087073,59.6670301372602,0,3.75819008237882,4.01347657325757,3.8858333278182,4.77718568894534,4.77718568894534
"30","p3CMI","~1","","",4.05134615266103,0.0612079173509587,66.1899036595398,0,3.93138083908445,4.17131146623761,4.05134615266103,5.299433536399,5.299433536399
"31","p1PWB","~1","","",3.01442311216659,0.0385442756541995,78.2067651033459,0,2.93887772007418,3.08996850425901,3.01442311216659,6.26155245486418,6.26155245486418
"32","p2PWB","~1","","",3.20673076449067,0.0490899381733605,65.3235853173443,0,3.11051625366758,3.30294527531375,3.20673076449067,5.23007255783869,5.23007255783869
"33","p3PWB","~1","","",3.1412820075143,0.0473966993561688,66.2763873895253,0,3.04838618379014,3.23417783123847,3.1412820075143,5.30635777621055,5.30635777621055
"34","REMS","~1","","",0,0,NA,NA,0,0,0,0,0
"35","CMI","~1","","",0,0,NA,NA,0,0,0,0,0
"36","PWB","~1","","",0,0,NA,NA,0,0,0,0,0
"37","indirect",":=","a*b","indirect",-0.236248085784849,0.0765815229861879,-3.08492279302748,0.00203604998799967,-0.386345112719003,-0.0861510588506942,-0.209686025021552,-0.209686025021552,-0.209686025021552
"38","direct",":=","c_p","direct",-0.396404015869779,0.121963081175334,-3.2501967976679,0.00115325171627778,-0.635447262416968,-0.15736076932259,-0.351835157157684,-0.351835157157684,-0.351835157157684
"39","total_c",":=","c_p+(a*b)","total_c",-0.632652101654628,0.113846402938293,-5.55706711258624,0.0000000274345297590628,-0.855786951183116,-0.409517252126139,-0.561521182179236,-0.561521182179236,-0.561521182179236
